"xvars_1[0,0,0]","1000.0"
"xvars_1[0,0,1]","0.0"
"xvars_1[0,0,2]","3080.0"
"xvars_1[0,0,3]","8800.0"
"xvars_1[0,0,4]","3959.999999999999"
"xvars_1[0,0,5]","3165.9574468085107"
"xvars_1[0,0,6]","11880.0"
"xvars_1[0,0,7]","2160.0"
"xvars_1[0,0,8]","8325.95744680851"
"xvars_1[0,0,9]","0.0"
"xvars_1[0,1,0]","9200.000000000025"
"xvars_1[0,1,1]","12000.0"
"xvars_1[0,1,2]","9685.95744680851"
"xvars_1[0,1,3]","3965.9574468085107"
"xvars_1[0,1,4]","5445.957446808508"
"xvars_1[0,1,5]","1999.999999999999"
"xvars_1[0,1,6]","885.9574468085106"
"xvars_1[0,1,7]","0.0"
"xvars_1[0,1,8]","0.0"
"xvars_1[0,1,9]","8295.95744680851"
"xvars_1[0,2,0]","0.0"
"xvars_1[0,2,1]","0.0"
"xvars_1[0,2,2]","0.0"
"xvars_1[0,2,3]","0.0"
"xvars_1[0,2,4]","1.8189894035458565e-12"
"xvars_1[0,2,5]","7600.0"
"xvars_1[0,2,6]","0.0"
"xvars_1[0,2,7]","0.0"
"xvars_1[0,2,8]","4440.0"
"xvars_1[0,2,9]","0.0"
"xvars_1[0,3,0]","0.0"
"xvars_1[0,3,1]","480.0"
"xvars_1[0,3,2]","0.0"
"xvars_1[0,3,3]","0.0"
"xvars_1[0,3,4]","3360.000000000001"
"xvars_1[0,3,5]","9.094947017729282e-13"
"xvars_1[0,3,6]","0.0"
"xvars_1[0,3,7]","10605.95744680851"
"xvars_1[0,3,8]","0.0"
"xvars_1[0,3,9]","4470.0"
"xvars_1[1,0,0]","0.0"
"xvars_1[1,0,1]","0.0"
"xvars_1[1,0,2]","0.0"
"xvars_1[1,0,3]","0.0"
"xvars_1[1,0,5]","8834.04255319149"
"xvars_1[1,0,6]","0.0"
"xvars_1[1,0,7]","0.0"
"xvars_1[1,0,8]","2908.0851063829796"
"xvars_1[1,0,9]","0.0"
"xvars_1[1,1,0]","0.0"
"xvars_1[1,1,1]","0.0"
"xvars_1[1,1,2]","1994.0425531914898"
"xvars_1[1,1,3]","4274.04255319149"
"xvars_1[1,1,4]","6554.042553191492"
"xvars_1[1,1,5]","0.0"
"xvars_1[1,1,6]","11114.04255319149"
"xvars_1[1,1,7]","0.0"
"xvars_1[1,1,8]","0.0"
"xvars_1[1,1,9]","3704.04255319149"
"xvars_1[1,2,0]","0.0"
"xvars_1[1,2,1]","0.0"
"xvars_1[1,2,2]","0.0"
"xvars_1[1,2,3]","0.0"
"xvars_1[1,2,4]","0.0"
"xvars_1[1,2,5]","0.0"
"xvars_1[1,2,6]","0.0"
"xvars_1[1,2,7]","0.0"
"xvars_1[1,2,8]","0.0"
"xvars_1[1,2,9]","1484.0425531914898"
"xvars_1[1,3,0]","0.0"
"xvars_1[1,3,1]","0.0"
"xvars_1[1,3,2]","0.0"
"xvars_1[1,3,3]","0.0"
"xvars_1[1,3,4]","0.0"
"xvars_1[1,3,5]","0.0"
"xvars_1[1,3,6]","0.0"
"xvars_1[1,3,7]","628.0851063829796"
"xvars_1[1,3,8]","0.0"
"xvars_1[1,3,9]","0.0"
"xvars_1[2,0,0]","0.0"
"xvars_1[2,0,1]","0.0"
"xvars_1[2,0,2]","0.0"
"xvars_1[2,0,3]","0.0"
"xvars_1[2,0,4]","0.0"
"xvars_1[2,0,5]","0.0"
"xvars_1[2,0,6]","0.0"
"xvars_1[2,0,7]","0.0"
"xvars_1[2,0,8]","765.9574468085102"
"xvars_1[2,0,9]","11999.999999999998"
"xvars_1[2,1,1]","0.0"
"xvars_1[2,1,2]","0.0"
"xvars_1[2,1,3]","0.0"
"xvars_1[2,1,4]","0.0"
"xvars_1[2,1,5]","0.0"
"xvars_1[2,1,6]","0.0"
"xvars_1[2,1,7]","12000.0"
"xvars_1[2,1,8]","12000.0"
"xvars_1[2,1,9]","0.0"
"xvars_1[2,2,0]","0.0"
"xvars_1[2,2,1]","0.0"
"xvars_1[2,2,2]","0.0"
"xvars_1[2,2,3]","0.0"
"xvars_1[2,2,4]","0.0"
"xvars_1[2,2,5]","0.0"
"xvars_1[2,2,6]","0.0"
"xvars_1[2,2,7]","0.0"
"xvars_1[2,2,8]","0.0"
"xvars_1[2,2,9]","765.9574468085102"
"xvars_1[2,3,0]","0.0"
"xvars_1[2,3,1]","0.0"
"xvars_1[2,3,2]","0.0"
"xvars_1[2,3,3]","0.0"
"xvars_1[2,3,4]","0.0"
"xvars_1[2,3,5]","0.0"
"xvars_1[2,3,6]","0.0"
"xvars_1[2,3,7]","765.9574468085106"
"xvars_1[2,3,8]","0.0"
"xvars_1[2,3,9]","0.0"
"xvars_1[3,0,0]","0.0"
"xvars_1[3,0,1]","0.0"
"xvars_1[3,0,2]","0.0"
"xvars_1[3,0,3]","0.0"
"xvars_1[3,0,4]","0.0"
"xvars_1[3,0,5]","0.0"
"xvars_1[3,0,6]","0.0"
"xvars_1[3,0,7]","0.0"
"xvars_1[3,0,8]","0.0"
"xvars_1[3,0,9]","0.0"
"xvars_1[3,1,0]","0.0"
"xvars_1[3,1,1]","0.0"
"xvars_1[3,1,2]","0.0"
"xvars_1[3,1,3]","0.0"
"xvars_1[3,1,4]","0.0"
"xvars_1[3,1,5]","0.0"
"xvars_1[3,1,6]","0.0"
"xvars_1[3,1,7]","0.0"
"xvars_1[3,1,8]","0.0"
"xvars_1[3,1,9]","0.0"
"xvars_1[3,2,0]","0.0"
